"DisplayName","UserPrincipalName","Department","JobTitle","Id"
"Kennedy Kim 186","kennedy.kim186@omniverse689.onmicrosoft.com","Operations","Operations Analyst","18fc439d-1b6f-4881-96be-9f928feb61f3"
"Lane Lewis 187","lane.lewis187@omniverse689.onmicrosoft.com","Operations","Operations Analyst","349c106c-3aed-4a39-ba84-ed1bee0138b3"
"Morgan Moore 188","morgan.moore188@omniverse689.onmicrosoft.com","Operations","Operations Analyst","8a934ac4-134d-48af-a926-e9573dd81257"
"Parker Nelson 189","parker.nelson189@omniverse689.onmicrosoft.com","Operations","Operations Analyst","838de9bc-946a-41fc-9228-7a07bc371b7c"
"Quinn Ortiz 190","quinn.ortiz190@omniverse689.onmicrosoft.com","Operations","Operations Analyst","8d604180-de14-49b7-be1f-1d884b18692d"
"Reese Patel 191","reese.patel191@omniverse689.onmicrosoft.com","Operations","Operations Analyst","b43bcf87-ad4e-4b67-9d70-ec7fa5e2a816"
"Riley Quinn 192","riley.quinn192@omniverse689.onmicrosoft.com","Operations","Operations Analyst","24d60eac-8e6c-4265-899f-426a70ba4bbf"
"Sage Rivera 193","sage.rivera193@omniverse689.onmicrosoft.com","Operations","Operations Analyst","77879796-def3-49c5-94f6-9254d6267ad3"
"Skyler Smith 194","skyler.smith194@omniverse689.onmicrosoft.com","Operations","Operations Analyst","eef651be-2716-49ed-b6ad-e1a17713fe37"
"Taylor Torres 195","taylor.torres195@omniverse689.onmicrosoft.com","Operations","Operations Analyst","1977ddaf-fbfd-47d2-82bc-bd19252ca0e1"
"Avery Underwood 196","avery.underwood196@omniverse689.onmicrosoft.com","Operations","Operations Analyst","0c4fa606-6bec-4d58-b500-96ddd311ad87"
"Bailey Vargas 197","bailey.vargas197@omniverse689.onmicrosoft.com","Operations","Operations Analyst","c833b3ff-82ff-4191-914c-df5d40c4489e"
"Charlie Walsh 198","charlie.walsh198@omniverse689.onmicrosoft.com","Operations","Operations Analyst","1f6d1e41-050a-4769-a677-6d519432d71a"
"Dylan Xavier 199","dylan.xavier199@omniverse689.onmicrosoft.com","Operations","Operations Analyst","6ac360b4-ea67-445e-88ab-ced7790aec1f"
"Emerson Yang 200","emerson.yang200@omniverse689.onmicrosoft.com","Operations","Operations Analyst","533cf345-ac4f-41b9-acfa-f0ec1ef37dc0"
